ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
alisiya_0025,mcarta,"Atti: tep i me:kari te: tèn a ti''adu'adup didi a:na: ku y, aydi: ta ta:me:ta a arta.",Atti:	=tep	i	#	ma-i-kari	=te:	=tèn	#	0	a	ti'-adu-adup	didi	a:na:	=ku	=y	aydi:	ta	ta:me:ta	a	arta,exist	=still	DEF	#	POT-CV-promise	=just	=1SG	#	0	LIG	STV.AV-PLRC-help	PL.OBL.DEF	PL.child	=1SG.GEN	=SPC	and	OBL	different	LIG	person,I promised to help my children and other Arta people.,en,MORPHEME_ALIGNED,,lisiya_mp3 lisiya_wav lisiya_eaf lisiya_xml lisiya_tsv,,159466,167767,nc	nc	nc	##	v:pred	=rv	=pro.1:s_up	#cc:obl	0.1:a_a	other	v:pred	ln	np.h:p_a	=rn_pro.1:poss	=rv	nc	nc	nc	nc	nc,,alisiya
arsenyo_0001,mcarta,Awan ta api'apili:do ta dutul.,#	Awan	ta	api'apili:do	ta	dutul,#	NEG	OBL	OBL:family.name	OBL	before,There are no family names before.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,950,4320,##neg	other:predex	ln	np:ncs_other	ln	np:other,,arsenyo
arsenyo_0002,mcarta,"Amma ingngarigan, atti: buka:gan,",#	#	Amma	ingngarigan	atti:	buka:gan,#	#	if	for example	exist	woman,"For example, if [you find a nice] woman,",en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,4830,10190,##	#ac	other	other	other:predex	np.h:s_other,,arsenyo
arsenyo_0003,mcarta,"nintaku kakkabbatu,",#	ninta	=ku	#	0	kakkabbat	=u,#	PST-see	=1SG.GEN	#	0	RDP-want	=1SG.GEN,"[if] I find the one I love,",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,13160,17170,#	v:pred	=pro.1:a_u	#rc.h:p_u	f0.h:p_u	v:pred	=pro.1:a_u,,arsenyo
arsenyo_0004,mcarta,"munatèn ni ama, ""Ama!""",%	muna	=tèn	ni	ama	#	Ama!,%	like	=1SG.ABS	PSN.OBL	father	#	father,"You will do to Father, ""Dad!""",en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,21460,26185,%	other:pred	=pro.1:a_a	ln	np.h:p_a	#ds	np:other,,arsenyo
arsenyo_0005,mcarta,Saya kabbatu buka:gan ayya.,#	Saya	kabbat	=u	buka:gan	ayya,#	DIST	want	=1SG.GEN	woman	DIST,That I love that woman.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,27180,30230,##ds	other	v:pred	=pro.1:a_u	np.h:p_u	dem_pro.h:appos,,arsenyo
arsenyo_0006,mcarta,"Saddya, angindi, umangayde:tid ta ama na buka:gan.",#	Saddya	angin	=di	#	umangay	=de:	=tid	ta	ama	na	buka:gan,#	DIST	go	=3PL.GEN	#	INTR-go	=POST	=3PL.ABS	OBL	father	GEN	woman,"Then, they go, they go to the father of the woman.",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,30920,36960,##	other	v:pred	=pro.h:s_u	#	v:pred	=rv	=pro.h:a_a	ln	np.h:p_a	rn	rn,,arsenyo
arsenyo_0007,mcarta,Mangibbu:buddi:ti.,#	0	Mangibbu:bud	=di:ti,#	0	INTR.RCP-RDP-say	=before,And they talked with each other.,en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,37085,41400,##	0.h:s_a	v:pred	=rv,,arsenyo
arsenyo_0008,mcarta,"Konta tèn,",#	Konta	tèn,#	but	1SG,"But as for me,",en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,42714,44743,##	other	pro.1:dt_p,,arsenyo
arsenyo_0009,mcarta,"maski ballan na buka:gan, amma daddu:pu i nangibud,",0	maski	ballan	na	buka:gan	#	amma	daddu:pu	#	0	i	nangibud,0	even	not.want	GEN	woman	#	if	PL:old.man	#	0	SG.ABS.DEF	PST.INTR-say,"even (I) am not loved by the woman, if a old man said,",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,48080,55650,0.1:p_u	other	v:pred	ln	np.h:a_u	#ac	other	np.h:pred	#rc.h:s_np	f0.h:s_a	ln	v:pred,,arsenyo
arsenyo_0010,mcarta,"Panga:nan na Ilokano, a wa, ""Kayatmu ket saan, agasawata latta.""",%	Panga:nan	na	Ilokano	#	a	wa	Kayat	=mu	ket	saan	agasawa	=ta	latta,%	NF-do-TR	GEN	Ilokano	#	LIG	PLH	NC	=NC	NC	NC	NC	=NC	NC,"In Ilokano, ""even if you do not want to marry, just marry!""",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,55714,65720,%	v:pred	ln	np:s_ds	#ds	nc	nc	nc	nc	nc	nc	nc	nc	nc,,arsenyo
arsenyo_0011,mcarta,Saya meddès ta dutul.,#	Saya	meddès	ta	dutul,#	DIST	ADJ-bad	OBL	before,So it is very bad before.,en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,67640,71740,##	other	ap_other:pred	ln	np:other,,arsenyo
arsenyo_0012,mcarta,Uman na bini:lid i buka:gani a wa asawa.,#	Uman	#	na	bini:li	=d	i	buka:gan	=i	a	wa	asawa,#	like	#	GEN	<PST.TR>order	=POST	SG.ABS.DEF	woman	=SPC	LIG	PLH	spouse,It is as if they commanded the wife.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,74280,80610,##	other:pred	#cc:s_other	ln	vother:pred	=rv	ln	np.h:p_u	=rn	rn	rn	rn,,arsenyo
arsenyo_0013,mcarta,"maski tingngiwit, maski meddès,",#	0	maski	tingngiwit	#	0	maski	meddès,#	0	even	STV-ugly	#	0	even	ADJ-bad,"even if he is ugly, even if he is bad,",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,82130,86160,#ac	0.h:s_a	other	v:pred	#ac	0.h:s_other	other	ap_other:pred,,arsenyo
arsenyo_0014,mcarta,Amma saya i kabbat didi daddu:pu:i.,#	Amma	saya	#	0	i	kabbat	didi	daddu:pu:	=i,#	if	DIST	#	0	SG.ABS.DEF	want	didi	PL:old.man:	=SPC,if it is what the old men want.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,86910,90010,#ac	other	dem_pro:pred	#rc:s_pro	f0:p_u	ln	v:pred	ln	np.h:a_u	=rn,,arsenyo
arsenyo_0015,mcarta,"Amma awana kuma:bat a kabbatdi,",#	#	Amma	awan	=a	kuma:bat	#	0	a	kabbat	=di	%,#	#	if	NEG	=2SG.ABS	<INTR>want	#	0	LIG	want	=3PL.GEN	%,"if you do not want what they want,",en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,92240,97570,##	#ac.neg	other	other	=pro.2:a_a	v:pred	#cc:p_u	f0:p_u	other	v:pred	=pro.h:a_u	%,,arsenyo
arsenyo_0016,mcarta,"Amma awanditaw papatin, paginanènditaw.",#	Amma	awan	=di	=taw	papatin	%	paginanèn	=di	=taw,#	if	NEG	=3PL.GEN	=2SG.ABS	CAUS-die-TR	%	CAUS-leave-TR	=3PL.GEN	=2SG.ABS,"if they do not kill you, they will drive you away.",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,97790,104110,#ac.neg	other	other	=pro.h:a_u	=pro.2:p_u	v:pred	%	v:pred	=pro.h:a_u	=pro.h:p_u,,arsenyo
arsenyo_0017,mcarta,Meddigat.,#	Meddigat,#	ADJ-difficult,It is hard time.,en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,106642,109671,##	ap_other:pred,,arsenyo
arsenyo_0018,mcarta,"Atti: digdigmi ti ayta,",#	Atti:	digdig	=mi	ti	ayta,#	exist	arrive	=1PL.GEN	OBL.DEF	DIST.OBL,we had an arrival there.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,173560,177470,##	other:predex	np:s_other	=rn_pro.1:poss	ln	dem_pro:l,,arsenyo
arsenyo_0019,mcarta,Me''a:du barka:dami da awanamitep ta asawa.,#	Me''a:du	barka:da	=mi	#	da	awan	=ami	=tep	ta	asawa,#	ADJ-plenty	friend	=1PL.GEN	#	because	NEG	=1PL.ABS	=still	OBL	spouse,We had a lot of friends because we had not married.,en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,179057,184330,##	ap_other:pred	np.h:s_other	=rn_pro.1:poss	#ac.neg	other	other:predex	=pro.1:a_a	=rv	ln	np.h:p_a,,arsenyo
arsenyo_0020,mcarta,"Ti Kalènglèng,",Ti	Kalènglèng,PSN	Kalènglèng,One is Kalengleng [i.e. Arsenyo],en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,184690,186970,ln	np.h:other,,arsenyo
arsenyo_0021,mcarta,"aydi: ti waya, Onged,",aydi:	ti	wa	=ya	Onged,and	PSN	PLH	=DIST	Onged,"and Onged,",en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,187500,191210,other	ln	other	=dem_pro:other	np.h:other,,arsenyo
arsenyo_0022,mcarta,"aydi: tèn,",aydi:	tèn,and	1SG,and me.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,192020,194420,other	pro.1:other,,arsenyo
arsenyo_0023,mcarta,"aydi: ti ti wati, Onbes.",aydi:	ti	ti	wa	=ti	Onbes,and	PSN	PSN	PLH	=SPC	Onbes,and Ombes.,en,MORPHEME_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,194730,198150,other	nc	nc	nc	nc	np.h:other,,arsenyo
arsenyo_0024,mcarta,"Amma mamurabami,",#	#	Amma	mamurab	=ami,#	#	if	INTR-hunt	=1PL.ABS,"When we go hunting,",en,WORD_ALIGNED,,senyo_mp3 senyo_wav senyo_eaf senyo_xml senyo_tsv,,199680,201800,##	#nc	nc	nc	nc,,arsenyo
